playerid,yearid,stint,teamid,lgid,g,ab,r,h,b,v11,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,gidp
blausje01,1990,1,ATL,NL,115,386,46,104,24,3,8,39,3,5,35,70,1,5,3,0,4
boggswa01,1990,1,BOS,AL,155,619,89,187,44,5,6,63,0,0,87,68,19,1,0,6,14
bondsba01,1990,1,PIT,NL,151,519,104,156,32,3,33,114,52,13,93,83,15,3,0,6,8
bonilbo01,1990,1,PIT,NL,160,625,112,175,39,7,32,120,4,3,45,103,9,1,0,15,11
bordepa01,1990,1,TOR,AL,125,346,36,99,24,2,15,49,0,1,18,57,2,0,1,3,17
bostoda01,1990,2,NYN,NL,115,366,65,100,21,2,12,45,18,7,28,50,2,2,0,0,7
bradlph01,1990,1,BAL,AL,72,289,39,78,9,1,4,26,10,4,30,35,2,7,6,1,9
bradlsc01,1990,1,SEA,AL,101,233,11,52,9,0,1,28,0,1,15,20,2,0,3,6,6
bragggl01,1990,2,CIN,NL,72,201,22,60,9,1,6,28,3,4,26,43,1,3,0,1,3
breamsi01,1990,1,PIT,NL,147,389,39,105,23,2,15,67,8,4,48,65,5,2,4,5,6
brettge01,1990,1,KCA,AL,142,544,82,179,45,7,14,87,9,2,56,63,14,0,0,7,18
brilegr01,1990,1,SEA,AL,125,337,40,83,18,2,5,29,16,4,37,48,0,1,1,4,6
brockgr01,1990,1,ML4,AL,123,367,42,91,23,0,7,50,4,2,43,45,9,2,2,8,6
brookhu01,1990,1,LAN,NL,153,568,74,151,28,1,20,91,2,5,33,108,10,6,0,11,13
brownje01,1990,1,CLE,AL,140,513,92,137,26,5,6,50,12,7,72,46,1,2,12,11,12
brunato01,1990,2,BOS,AL,129,461,61,123,24,5,15,71,5,10,54,105,7,3,0,8,12
buechst01,1990,1,TEX,AL,91,251,30,54,10,0,7,30,1,0,27,63,1,2,7,2,5
burksel01,1990,1,BOS,AL,152,588,89,174,33,8,21,89,9,11,48,82,4,1,2,2,18
butlebr01,1990,1,SFN,NL,160,622,108,192,20,9,3,44,51,19,90,62,1,6,7,7,3
caldeiv01,1990,1,CHA,AL,158,607,85,166,44,2,14,74,32,16,51,79,7,1,0,8,26
caminke01,1990,1,HOU,NL,153,541,52,131,20,2,4,51,9,4,48,97,7,0,3,4,15
candaca01,1990,1,HOU,NL,130,262,30,75,8,6,3,22,7,5,31,42,5,1,4,0,4
cansejo01,1990,1,OAK,AL,131,481,83,132,14,2,37,101,19,10,72,158,8,5,0,5,9
cartega01,1990,1,SFN,NL,92,244,24,62,10,0,9,27,1,1,25,31,3,1,0,2,2
cartejo01,1990,1,SDN,NL,162,634,79,147,27,1,24,115,22,6,48,93,18,7,0,8,12
clarkja01,1990,1,SDN,NL,115,334,59,89,12,1,25,62,4,3,104,91,11,2,0,2,12
clarkwi02,1990,1,SFN,NL,154,600,91,177,25,5,19,95,8,2,62,97,9,3,0,13,7
coleal01,1990,1,CLE,AL,63,227,43,68,5,4,0,13,40,9,28,38,0,1,0,0,2
colemvi01,1990,1,SLN,NL,124,497,73,145,18,9,6,39,77,17,35,88,1,2,4,1,6
cottohe01,1990,1,SEA,AL,127,355,40,92,14,3,4,33,21,3,22,52,2,4,6,3,13
danieka01,1990,1,LAN,NL,130,450,81,133,23,1,27,94,4,3,68,104,1,3,2,3,9
dascedo01,1990,1,CHN,NL,113,241,27,61,9,5,1,26,15,6,21,18,2,1,5,3,3
daughja01,1990,1,TEX,AL,125,310,36,93,20,2,6,47,0,0,22,49,0,2,2,3,4
daultda01,1990,1,PHI,NL,143,459,62,123,30,1,12,57,7,1,72,72,9,2,3,4,6
davisal01,1990,1,SEA,AL,140,494,63,140,21,0,17,68,0,2,85,68,10,4,0,9,9
davisch01,1990,1,CAL,AL,113,412,58,109,17,1,12,58,1,2,61,89,4,0,0,3,14
daviser01,1990,1,CIN,NL,127,453,84,118,26,2,24,86,21,3,60,100,6,2,0,3,7
davisgl01,1990,1,HOU,NL,93,327,44,82,15,4,22,64,8,3,46,54,17,8,0,0,5
dawsoan01,1990,1,CHN,NL,147,529,72,164,28,5,27,100,16,2,42,65,21,2,0,8,12
deerro01,1990,1,ML4,AL,134,440,57,92,15,1,27,69,2,3,64,147,6,4,0,3,0
deshide01,1990,1,MON,NL,129,499,69,144,28,6,4,45,42,22,66,96,3,4,1,2,10
devermi01,1990,1,BAL,AL,108,367,48,88,18,1,12,49,13,12,28,48,0,0,4,4,10
diazed01,1990,1,ML4,AL,86,218,27,59,2,2,0,14,3,2,21,32,0,1,5,0,3
doranbi02,1990,1,HOU,NL,109,344,49,99,21,2,6,32,18,9,71,53,1,0,1,5,2
downibr01,1990,1,CAL,AL,96,330,47,90,18,2,14,51,0,0,50,45,2,6,0,4,11
duncama01,1990,1,CIN,NL,125,435,67,133,22,11,10,55,13,7,24,67,4,4,4,4,10
dunstsh01,1990,1,CHN,NL,146,545,73,143,22,8,17,66,25,5,15,87,1,3,4,6,9
dykstle01,1990,1,PHI,NL,149,590,106,192,35,3,9,60,33,5,89,48,14,7,2,3,5
eisenji01,1990,1,KCA,AL,142,496,61,139,29,7,5,51,12,14,42,51,2,1,2,4,7
elsteke01,1990,1,NYN,NL,92,314,36,65,20,1,9,45,2,0,30,54,2,1,1,6,4
espinal01,1990,1,NYA,AL,150,438,31,98,12,2,2,20,1,2,16,54,0,5,11,2,13
evansdw01,1990,1,BOS,AL,123,445,66,111,18,3,13,63,3,4,67,73,5,4,0,6,18
feldemi01,1990,1,ML4,AL,121,237,38,65,7,2,3,27,20,9,22,17,0,0,8,5,0
felixju01,1990,1,TOR,AL,127,463,73,122,23,7,15,65,13,8,45,99,0,2,2,5,4
fermife01,1990,1,CLE,AL,148,414,47,106,13,2,1,40,3,3,26,22,0,0,13,5,13
fernato01,1990,1,TOR,AL,161,635,84,175,27,17,4,66,26,13,71,70,4,7,2,6,17
fieldce01,1990,1,DET,AL,159,573,104,159,25,1,51,132,0,1,90,182,11,5,0,5,15
finlest01,1990,1,BAL,AL,142,464,46,119,16,4,3,37,22,9,32,53,3,2,10,5,8
fiskca01,1990,1,CHA,AL,137,452,65,129,21,0,18,65,7,2,61,73,8,7,0,1,12
fitzgmi02,1990,1,MON,NL,111,313,36,76,18,1,9,41,8,1,60,60,2,2,5,3,5
fletcsc01,1990,1,CHA,AL,151,509,54,123,18,3,4,56,1,3,45,63,3,3,11,5,10
francju01,1990,1,TEX,AL,157,582,96,172,27,1,11,69,31,10,82,83,3,2,2,2,12
frymatr01,1990,1,DET,AL,66,232,32,69,11,1,9,27,3,3,17,51,0,1,1,0,3
gaettga01,1990,1,MIN,AL,154,577,61,132,27,5,16,85,6,1,36,101,1,3,1,8,22
gagnegr01,1990,1,MIN,AL,138,388,38,91,22,3,7,38,8,8,24,76,0,1,8,2,5
galaran01,1990,1,MON,NL,155,579,65,148,29,0,20,87,10,1,40,169,8,4,0,5,14
gallemi01,1990,1,OAK,AL,140,389,36,80,13,2,3,34,5,5,35,50,0,4,17,2,13
gantnji01,1990,1,ML4,AL,88,323,36,85,8,5,0,25,18,3,29,19,0,2,4,0,10
gantro01,1990,1,ATL,NL,152,575,107,174,34,3,32,84,33,16,50,86,0,1,1,4,8
gerenbo01,1990,1,NYA,AL,110,277,21,59,7,0,8,31,0,0,13,73,1,5,6,2,7
gibsoki01,1990,1,LAN,NL,89,315,59,82,20,0,8,38,26,2,39,65,0,3,0,2,4
girarjo01,1990,1,CHN,NL,133,419,36,113,24,2,1,38,8,3,17,50,11,3,4,4,13
gladdda01,1990,1,MIN,AL,136,534,64,147,27,6,5,40,25,9,26,67,2,6,1,4,17
gracema01,1990,1,CHN,NL,157,589,72,182,32,1,9,82,15,6,59,54,5,5,1,8,10
greenmi01,1990,1,BOS,AL,159,610,71,181,30,6,14,73,8,7,65,43,12,4,0,3,19
greggto01,1990,1,ATL,NL,124,239,18,63,13,1,5,32,4,3,20,39,4,1,0,1,1
griffal01,1990,1,LAN,NL,141,461,38,97,11,3,1,35,6,3,29,65,11,2,6,4,5
griffke02,1990,1,SEA,AL,155,597,91,179,28,7,22,80,16,11,63,81,12,2,0,4,12
grissma02,1990,1,MON,NL,98,288,42,74,14,2,3,29,22,2,27,40,2,0,4,1,3
grubeke01,1990,1,TOR,AL,150,592,92,162,36,6,31,118,14,2,48,94,2,8,1,13,14
guerrpe01,1990,1,SLN,NL,136,498,42,140,31,1,13,80,1,1,44,70,14,1,0,11,14
guilloz01,1990,1,CHA,AL,160,516,61,144,21,4,1,58,13,17,26,37,8,1,15,5,6
gwynnto01,1990,1,SDN,NL,141,573,79,177,29,10,4,72,17,8,44,23,20,1,7,4,13
hallme01,1990,1,NYA,AL,113,360,41,93,23,2,12,46,0,0,6,46,2,2,0,3,7
harpebr01,1990,1,MIN,AL,134,479,61,141,42,3,6,54,3,2,19,27,2,7,0,4,20
harrile01,1990,1,LAN,NL,137,431,61,131,16,4,2,29,15,10,29,31,2,1,3,1,8
hassero01,1990,1,OAK,AL,94,254,18,54,7,0,5,22,0,0,27,29,3,1,1,3,3
hatchbi01,1990,1,CIN,NL,139,504,68,139,28,5,5,25,30,10,33,42,5,6,1,1,4
hayesch01,1990,1,PHI,NL,152,561,56,145,20,0,10,57,4,4,28,91,3,2,0,6,12
hayesvo01,1990,1,PHI,NL,129,467,70,122,14,3,17,73,16,7,87,81,16,4,0,10,10
heathmi02,1990,1,DET,AL,122,370,46,100,18,2,7,38,7,6,19,71,0,4,2,3,12
hendeda01,1990,1,OAK,AL,127,450,65,122,28,0,20,63,3,1,40,105,1,1,1,2,5
henderi01,1990,1,OAK,AL,136,489,119,159,33,3,28,61,65,10,97,60,2,4,2,2,13
herrto01,1990,1,PHI,NL,119,447,39,118,21,3,4,50,7,1,36,47,4,2,6,2,10
hilldo01,1990,1,CAL,AL,103,352,36,93,18,2,3,32,1,2,29,27,1,1,6,4,10
hillgl01,1990,1,TOR,AL,84,260,47,60,11,3,12,32,8,3,18,62,0,0,0,0,5
hornsa01,1990,1,BAL,AL,79,246,30,61,13,0,14,45,0,0,32,62,1,0,0,2,8
howelja02,1990,1,CAL,AL,105,316,35,72,19,1,8,33,3,0,46,61,5,1,1,2,3
hrbekke01,1990,1,MIN,AL,143,492,61,141,26,0,22,79,5,2,69,45,8,7,2,8,17
hudlere01,1990,2,SLN,NL,89,217,30,61,11,2,7,22,18,10,12,31,1,2,2,1,3
husonje01,1990,1,TEX,AL,145,396,57,95,12,2,0,28,12,4,46,54,0,2,7,3,8
incavpe01,1990,1,TEX,AL,153,529,59,123,27,0,24,85,3,4,45,146,5,9,0,4,18
jacksbo01,1990,1,KCA,AL,111,405,74,110,16,1,28,78,15,9,44,128,2,2,0,5,10
jacobbr01,1990,1,CLE,AL,155,553,77,162,24,4,14,75,1,4,63,58,6,2,2,4,20
jamesch02,1990,1,CLE,AL,140,528,62,158,32,4,12,70,4,3,31,71,4,4,3,3,11
jamesdi01,1990,1,CLE,AL,87,248,28,68,15,2,1,22,5,3,27,23,3,1,3,1,6
javiest01,1990,2,LAN,NL,104,276,56,84,9,4,3,24,15,7,37,44,2,0,6,2,6
jeffegr01,1990,1,NYN,NL,153,604,96,171,40,3,15,68,11,2,46,40,2,5,0,4,12
johnsho01,1990,1,NYN,NL,154,590,89,144,37,3,23,90,34,8,69,100,12,0,0,9,7
johnsla03,1990,1,CHA,AL,151,541,76,154,18,9,1,51,36,22,33,45,2,1,8,4,12
jordari02,1990,1,PHI,NL,92,324,32,78,21,0,5,44,2,0,13,39,6,5,0,4,9
josefe01,1990,1,OAK,AL,101,341,42,90,12,0,8,39,8,2,16,65,0,5,2,1,8
joynewa01,1990,1,CAL,AL,83,310,35,83,15,0,8,41,2,1,41,34,4,1,1,5,10
justida01,1990,1,ATL,NL,127,439,76,124,23,2,28,78,11,6,64,92,4,0,0,1,2
kellyro01,1990,1,NYA,AL,162,641,85,183,32,4,15,61,42,17,33,148,0,4,4,4,7
kennete02,1990,1,SFN,NL,107,303,25,84,22,0,2,26,1,2,31,38,7,0,3,2,7
kingemi01,1990,1,SFN,NL,105,207,24,61,7,1,0,24,6,1,12,19,0,1,5,1,1
kingje01,1990,1,PIT,NL,127,371,46,91,17,1,14,53,3,3,21,50,1,1,2,7,12
kittlro01,1990,1,CHA,AL,83,277,29,68,14,0,16,43,0,0,24,77,2,3,0,1,3
krukjo01,1990,1,PHI,NL,142,443,52,129,25,8,7,67,10,5,69,70,16,0,2,1,11
kunkeje01,1990,1,TEX,AL,99,200,17,34,11,1,3,17,2,1,11,66,0,2,5,0,7
lansfca01,1990,1,OAK,AL,134,507,58,136,15,1,3,50,16,14,45,50,4,6,2,4,10
larkiba01,1990,1,CIN,NL,158,614,85,185,25,6,7,67,30,5,49,49,3,7,7,4,14
larkige01,1990,1,MIN,AL,119,401,46,108,26,4,5,42,5,3,42,55,2,5,5,4,6
lavalmi01,1990,1,PIT,NL,96,279,27,72,15,0,3,31,0,3,44,20,8,2,4,1,6
leema02,1990,1,TOR,AL,117,391,45,95,12,4,6,41,3,1,26,90,0,0,1,3,9
lemkema01,1990,1,ATL,NL,102,239,22,54,13,0,0,21,0,1,21,22,3,0,4,2,6
lemonch01,1990,1,DET,AL,104,322,39,83,16,4,5,32,3,2,48,61,3,4,2,2,8
leonaje01,1990,1,SEA,AL,134,478,39,120,20,0,10,75,4,2,37,97,6,3,0,7,20
leyriji01,1990,1,NYA,AL,92,303,28,78,13,1,5,25,2,3,27,51,1,7,1,1,11
lindjo01,1990,1,PIT,NL,152,514,46,134,28,5,1,48,8,0,35,52,19,1,4,7,20
littogr01,1990,1,SFN,NL,93,204,17,50,9,1,1,24,1,0,11,45,0,1,2,2,5
maaske01,1990,1,NYA,AL,79,254,42,64,9,0,21,41,1,2,43,76,10,3,0,0,2
macfami01,1990,1,KCA,AL,124,400,37,102,24,4,6,58,1,0,25,69,2,7,1,6,9
macksh01,1990,1,MIN,AL,125,313,50,102,10,4,8,44,13,4,29,69,1,5,6,0,7
magadda01,1990,1,NYN,NL,144,451,74,148,28,6,6,72,2,1,74,55,4,2,4,10,11
maldoca01,1990,1,CLE,AL,155,590,76,161,32,2,22,95,3,5,49,134,4,5,0,7,13
manrifr01,1990,1,MIN,AL,69,228,22,54,10,0,5,29,2,0,4,35,0,2,1,2,8
martica02,1990,1,CHA,AL,92,272,18,61,6,5,4,24,0,4,10,40,2,0,1,0,8
martida01,1990,1,MON,NL,118,391,60,109,13,5,11,39,13,11,24,48,2,1,3,2,8
martied01,1990,1,SEA,AL,144,487,71,147,27,2,11,49,1,4,74,62,3,5,1,3,13
mattido01,1990,1,NYA,AL,102,394,40,101,16,0,5,42,1,0,28,20,13,3,0,3,13
mcdowod01,1990,1,ATL,NL,113,305,47,74,14,0,7,25,13,2,21,53,0,2,0,1,3
mcgeewi01,1990,1,SLN,NL,125,501,76,168,32,5,3,62,28,9,38,86,6,1,0,2,9
mcgrifr01,1990,1,TOR,AL,153,557,91,167,21,1,35,88,5,3,94,108,12,2,1,4,7
mcgwima01,1990,1,OAK,AL,156,523,87,123,16,0,39,108,2,1,110,116,9,7,1,9,13
mcreyke01,1990,1,NYN,NL,147,521,75,140,23,1,24,82,9,2,71,61,11,1,0,8,8
melvibo01,1990,1,BAL,AL,93,301,30,73,14,1,5,37,0,1,11,53,1,0,3,3,8
milleke01,1990,1,NYN,NL,88,233,42,60,8,0,1,12,16,3,23,46,1,2,2,2,2
millira01,1990,1,BAL,AL,109,362,64,96,20,1,20,60,6,3,88,68,3,2,0,4,11
mitchke01,1990,1,SFN,NL,140,524,90,152,24,2,35,93,4,7,58,87,9,2,0,5,8
molitpa01,1990,1,ML4,AL,103,418,64,119,27,6,12,45,18,3,37,51,4,1,0,2,7
morriha02,1990,1,CIN,NL,107,309,50,105,22,3,7,36,9,3,21,32,4,1,3,2,12
mosebll01,1990,1,DET,AL,122,431,64,107,16,5,14,51,17,5,48,77,3,5,1,2,14
murphda05,1990,1,ATL,NL,97,349,38,81,14,0,17,55,9,2,41,84,11,1,0,3,11
murphda05,1990,2,PHI,NL,57,214,22,57,9,1,7,28,0,1,20,46,3,0,0,1,11
murraed02,1990,1,LAN,NL,155,558,96,184,22,3,26,95,8,5,82,64,21,1,0,4,19
myersgr01,1990,1,TOR,AL,87,250,33,59,7,1,5,22,0,1,22,33,0,0,1,4,12
newmaal01,1990,1,MIN,AL,144,388,43,94,14,0,0,30,13,6,33,34,0,2,8,2,7
nixonot01,1990,1,MON,NL,119,231,46,58,6,2,1,20,50,13,28,33,0,0,3,1,2
nokesma01,1990,2,NYA,AL,92,240,21,57,4,0,8,32,2,2,20,33,3,4,0,0,6
obriepe03,1990,1,SEA,AL,108,366,32,82,18,0,5,27,0,0,44,33,1,2,1,4,12
olerujo01,1990,1,TOR,AL,111,358,43,95,15,1,14,48,0,2,57,75,6,1,1,4,5
olivejo01,1990,1,CIN,NL,121,364,34,84,23,0,8,52,1,1,37,75,15,2,5,1,6
olsongr02,1990,1,ATL,NL,100,298,36,78,12,1,7,36,1,1,30,51,4,2,1,1,8
oneilpa01,1990,1,CIN,NL,145,503,59,136,28,0,16,78,13,11,53,103,13,2,1,5,12
oquenjo01,1990,1,SLN,NL,156,469,38,118,17,5,1,37,1,1,74,46,8,0,5,5,7
orsuljo01,1990,1,BAL,AL,124,413,49,111,14,3,11,57,6,8,46,48,9,1,4,1,7
owensp01,1990,1,MON,NL,149,453,55,106,24,5,5,35,8,6,70,60,12,0,5,5,6
paglimi01,1990,1,SDN,NL,128,398,29,101,23,2,7,38,1,3,39,66,3,3,2,4,12
pagnoto01,1990,1,SLN,NL,69,220,20,61,15,0,2,23,1,1,14,37,1,1,0,2,0
palmera01,1990,1,TEX,AL,154,598,72,191,35,6,14,89,3,3,40,59,6,3,2,8,24
parkeda01,1990,1,ML4,AL,157,610,71,176,30,3,21,92,4,7,41,102,11,4,0,14,18
parrila02,1990,1,CAL,AL,133,470,54,126,14,0,24,70,2,2,46,107,4,5,0,2,12
pasquda01,1990,1,CHA,AL,112,325,43,89,27,3,13,58,1,1,37,66,7,2,0,5,4
pecotbi01,1990,1,KCA,AL,87,240,43,58,15,2,5,20,8,5,33,39,0,1,6,0,5
penato01,1990,1,BOS,AL,143,491,62,129,19,1,7,56,8,6,43,71,3,1,2,3,23
pendlte01,1990,1,SLN,NL,121,447,46,103,20,2,6,58,7,5,30,58,8,1,0,6,12
perryge01,1990,1,KCA,AL,133,465,57,118,22,2,8,57,17,4,39,56,4,3,0,5,14
petrage01,1990,1,TEX,AL,133,325,28,83,13,1,0,21,0,2,50,49,3,3,1,3,12
pettiga01,1990,1,TEX,AL,136,423,66,101,16,8,3,31,38,15,57,118,0,4,11,3,6
phillto02,1990,1,DET,AL,152,573,97,144,23,5,8,55,19,9,99,85,0,4,9,2,10
polonlu01,1990,2,CAL,AL,109,381,50,128,7,9,2,32,20,14,25,42,1,1,3,3,8
preslji01,1990,1,ATL,NL,140,541,59,131,34,1,19,72,1,1,29,130,0,3,0,4,10
puckeki01,1990,1,MIN,AL,146,551,82,164,40,3,12,80,5,4,57,73,11,3,1,3,15
quintca01,1990,1,BOS,AL,149,512,56,147,28,0,7,67,1,2,52,74,0,2,4,2,19
raineti01,1990,1,MON,NL,130,457,65,131,11,5,9,62,49,16,70,43,8,3,0,8,9
ramirra01,1990,1,HOU,NL,132,445,44,116,19,3,2,37,10,5,24,46,9,1,9,1,9
ramosdo01,1990,1,CHN,NL,98,226,22,60,5,0,2,17,0,2,27,29,1,1,2,3,7
randowi01,1990,2,OAK,AL,93,292,37,75,9,3,1,21,6,1,32,25,1,1,7,1,11
rayjo01,1990,1,CAL,AL,105,404,47,112,23,0,5,43,2,3,19,44,2,0,3,3,10
readyra01,1990,1,PHI,NL,101,217,26,53,9,1,1,26,3,2,29,35,0,1,3,3,3
redusga01,1990,1,PIT,NL,96,227,32,56,15,3,6,23,11,5,33,38,0,2,1,5,1
reedjo01,1990,1,BOS,AL,155,598,70,173,45,0,5,51,4,4,75,65,4,4,11,3,19
reynoha01,1990,1,SEA,AL,160,642,100,162,36,5,5,55,31,16,81,52,3,3,5,6,9
reynorj01,1990,1,PIT,NL,95,215,25,62,10,1,0,19,12,2,23,35,1,0,0,2,12
ripkebi01,1990,1,BAL,AL,129,406,48,118,28,1,3,38,5,2,28,43,2,4,17,1,7
ripkeca01,1990,1,BAL,AL,161,600,78,150,28,4,21,84,3,1,82,66,18,5,1,7,12
riverlu01,1990,1,BOS,AL,118,346,38,78,20,0,7,45,4,3,25,58,0,1,12,1,10
roberbi01,1990,1,SDN,NL,149,556,104,172,36,3,9,44,46,12,55,65,1,6,8,4,8
saboch01,1990,1,CIN,NL,148,567,95,153,38,2,25,71,25,10,61,58,7,4,1,3,8
salazlu01,1990,1,CHN,NL,115,410,44,104,13,3,12,47,3,1,19,59,3,4,0,1,4
samueju01,1990,1,LAN,NL,143,492,62,119,24,3,13,52,38,20,51,126,5,5,5,5,8
sandbry01,1990,1,CHN,NL,155,615,116,188,30,3,40,100,25,7,50,84,8,1,0,9,8
santibe01,1990,1,SDN,NL,100,344,42,93,8,5,11,53,5,5,27,55,2,3,1,7,4
sassema01,1990,1,NYN,NL,100,270,31,83,14,0,6,41,0,0,15,19,9,1,0,2,7
saxst01,1990,1,NYA,AL,155,615,70,160,24,2,4,42,43,9,49,46,3,4,6,6,13
schofdi02,1990,1,CAL,AL,99,310,41,79,8,1,1,18,3,4,52,61,3,2,13,2,3
sciosmi01,1990,1,LAN,NL,135,435,46,115,25,0,12,66,4,1,55,31,14,3,1,4,11
seitzke01,1990,1,KCA,AL,158,622,91,171,31,5,6,38,7,5,67,66,2,2,4,2,11
sharpmi01,1990,1,LAN,NL,129,357,42,106,14,2,3,36,15,6,46,39,6,1,8,3,5
sheetla01,1990,1,DET,AL,131,360,40,94,17,2,10,52,1,3,24,42,2,2,0,4,13
sheffga01,1990,1,ML4,AL,125,487,67,143,30,1,10,67,25,10,44,41,1,3,4,9,11
shelbjo01,1990,2,DET,AL,78,222,22,55,9,3,4,20,3,5,10,51,0,0,6,0,6
sierrru01,1990,1,TEX,AL,159,608,70,170,37,2,16,96,9,0,49,86,13,1,0,8,15
slaugdo01,1990,1,PIT,NL,84,230,27,69,18,3,4,29,0,1,27,27,2,3,3,4,2
smithdw01,1990,1,CHN,NL,117,290,34,76,15,0,6,27,11,6,28,46,2,2,0,2,7
smithlo01,1990,1,ATL,NL,135,466,72,142,27,9,9,42,10,10,58,69,3,6,1,6,2
smithoz01,1990,1,SLN,NL,143,512,61,130,21,1,1,50,32,6,61,33,4,2,7,10,8
snydeco02,1990,1,CLE,AL,123,438,46,102,27,3,14,55,1,4,21,118,3,2,1,6,11
sosasa01,1990,1,CHA,AL,153,532,72,124,26,10,15,70,32,16,33,150,4,6,2,6,10
spierbi01,1990,1,ML4,AL,112,363,44,88,15,3,2,36,11,6,16,45,0,1,6,3,12
steinte01,1990,1,OAK,AL,114,379,32,95,15,2,9,57,0,1,19,66,1,4,5,3,11
stevele01,1990,1,CAL,AL,67,248,28,53,10,0,7,32,1,1,22,75,3,0,2,3,8
stillku01,1990,1,KCA,AL,144,506,60,126,35,4,3,51,0,2,39,60,1,4,4,7,11
strawda01,1990,1,NYN,NL,152,542,92,150,18,1,37,108,15,8,70,110,15,4,0,5,5
stubbfr01,1990,1,HOU,NL,146,448,59,117,23,2,23,71,19,6,48,114,3,2,1,2,4
surhobj01,1990,1,ML4,AL,135,474,55,131,21,4,6,59,18,7,41,37,5,1,7,7,8
tartada01,1990,1,KCA,AL,88,313,41,84,19,0,15,60,1,1,36,93,0,0,0,3,9
templga01,1990,1,SDN,NL,144,505,45,125,25,3,9,59,1,4,24,59,7,0,8,4,17
tettlmi01,1990,1,BAL,AL,135,444,68,99,21,2,15,51,2,4,106,160,3,5,0,4,7
thomaan01,1990,1,ATL,NL,84,278,26,61,8,0,5,30,2,1,11,43,2,0,0,1,10
thompmi02,1990,1,SLN,NL,135,418,42,91,14,7,6,30,25,5,39,60,5,5,1,0,4
thompro01,1990,1,SFN,NL,144,498,67,122,22,3,15,56,14,4,34,96,1,6,8,3,9
thondi01,1990,1,PHI,NL,149,552,54,141,20,4,8,48,12,5,37,77,10,3,1,2,14
trammal01,1990,1,DET,AL,146,559,71,170,37,1,14,89,12,10,68,55,7,1,3,6,11
treadje01,1990,1,ATL,NL,128,474,56,134,20,2,11,59,3,4,25,42,1,3,5,4,10
uribejo01,1990,1,SFN,NL,138,415,35,103,8,6,1,24,5,9,29,49,13,0,4,0,8
valleda01,1990,1,SEA,AL,107,308,37,66,15,0,7,33,1,2,45,48,0,7,4,0,11
vanslan01,1990,1,PIT,NL,136,493,67,140,26,6,17,77,14,4,66,89,2,1,3,4,6
vaughgr01,1990,1,ML4,AL,120,382,51,84,26,2,17,61,7,4,33,91,1,1,7,6,11
velarra01,1990,1,NYA,AL,95,229,21,48,6,2,5,19,0,3,20,53,0,1,2,1,6
venturo01,1990,1,CHA,AL,150,493,48,123,17,1,5,54,1,4,55,53,2,1,13,3,5
vizquom01,1990,1,SEA,AL,81,255,19,63,3,2,2,18,4,1,18,22,0,0,10,2,7
walkela01,1990,1,MON,NL,133,419,59,101,18,3,19,51,21,7,49,112,5,5,3,2,8
wallati01,1990,1,MON,NL,161,626,69,185,37,5,21,98,6,9,42,80,11,3,0,7,12
waltoje01,1990,1,CHN,NL,101,392,63,103,16,2,2,21,14,7,50,70,1,4,1,2,4
wardga01,1990,1,DET,AL,106,309,32,79,11,2,9,46,2,0,30,50,0,1,2,2,12
webstmi01,1990,1,CLE,AL,128,437,58,110,20,6,12,55,22,6,20,61,1,3,11,6,5
weisswa01,1990,1,OAK,AL,138,445,50,118,17,1,2,35,9,3,46,53,5,4,6,4,7
whitalo01,1990,1,DET,AL,132,472,75,112,22,2,18,60,8,2,74,71,7,0,1,5,10
whitede03,1990,1,CAL,AL,125,443,57,96,17,3,11,44,21,6,44,116,5,3,10,3,6
whitefr01,1990,1,KCA,AL,82,241,20,52,14,1,2,21,1,0,10,32,0,3,0,3,7
willima04,1990,1,SFN,NL,159,617,87,171,27,2,33,122,7,4,33,138,9,7,2,5,13
wilsogl01,1990,1,HOU,NL,118,368,42,90,14,0,10,55,0,3,26,64,1,1,0,4,16
wilsomo01,1990,1,TOR,AL,147,588,81,156,36,4,3,51,23,4,31,102,0,0,6,4,10
wilsowi02,1990,1,KCA,AL,115,307,49,89,13,3,2,42,24,6,30,57,1,2,3,3,4
winfida01,1990,2,CAL,AL,112,414,63,114,18,2,19,72,0,1,48,68,3,1,1,6,15
worthcr01,1990,1,BAL,AL,133,425,46,96,17,0,8,44,1,2,63,96,2,3,7,3,13
yeldier01,1990,1,HOU,NL,142,511,69,130,9,5,1,28,64,25,39,87,1,0,4,5,11
yountro01,1990,1,ML4,AL,158,587,98,145,17,5,17,77,15,8,78,89,6,6,4,8,7
zeileto01,1990,1,SLN,NL,144,495,62,121,25,3,15,57,2,4,67,77,3,2,0,6,11
alomaro01,1991,1,TOR,AL,161,637,88,188,41,11,9,69,53,11,57,86,3,4,16,5,5
anderbr01,1991,1,BAL,AL,113,256,40,59,12,3,2,27,12,5,38,44,0,5,11,3,1
anderda02,1991,1,SFN,NL,100,226,24,56,5,2,2,13,2,4,12,35,2,0,2,0,8
baergca01,1991,1,CLE,AL,158,593,80,171,28,2,11,69,3,2,48,74,5,6,4,3,12
bagweje01,1991,1,HOU,NL,156,554,79,163,26,4,15,82,7,4,75,116,5,13,1,7,12
baineha01,1991,1,OAK,AL,141,488,76,144,25,1,20,90,0,1,72,67,22,1,0,5,12
barfije01,1991,1,NYA,AL,84,284,37,64,12,0,17,48,1,0,36,80,6,0,0,1,11
